1,2.875
2,4.375
3,4.375
4,3.25
5,1.875
6,2.875
7,2.125
8,3.0
9,2.875
10,2.875
11,2.5
12,3.875
13,4.5
14,3.875
15,2.625
16,0.75
17,0.125
18,0.75
19,0.125
20,-0.875
21,-0.75
22,-0.75
23,-0.75
24,-0.75
25,-1.125
26,-1.25
27,-1.25
28,-1.25
29,-0.25
30,-0.25
31,0.5
32,-1.125
33,-1.25
34,-2.375
35,-3.5
36,-3.0
37,-3.5
38,-5.25
39,-2.75
40,-2.375
41,-2.375
42,-2.125
43,-2.01517779832
44,-2.01517779832
45,-0.265177798318
46,-0.265177798318
47,0.359822201682
48,-0.265177798318
49,-0.0151777983176
50,-0.0151777983176
51,-0.0151777983176
52,-0.0151777983176
53,-0.0151777983176
54,3.23482220168
55,4.98482220168
56,4.85982220168
57,7.23482220168
58,8.73482220168
59,11.7348222017
60,10.9848222017
61,10.6098222017
62,10.6098222017
63,10.1098222017
64,11.3598222017
65,10.4848222017
66,13.3598222017
67,19.9848222017
68,16.6098222017
69,16.9848222017
70,17.6098222017
71,15.6098222017
72,16.1098222017
73,20.1098222017
74,20.9848222017
75,21.2348222017
76,21.6098222017
77,21.1098222017
78,22.1098222017
79,24.6098222017
80,25.8598222017
81,25.8598222017
82,20.1098222017
83,11.6098222017
84,11.6098222017
85,-2.39017779832
86,-3.14017779832
87,-2.26517779832
88,-1.51517779832
89,-1.64017779832
90,-1.64017779832
91,1.10982220168
92,1.10982220168
93,1.10982220168
94,1.10982220168
95,0.734822201682
96,-1.76517779832
97,-0.515177798318
98,-1.64017779832
99,-1.64017779832
100,-0.640177798318
101,-2.14017779832
102,-1.76517779832
103,-1.26517779832
104,-1.64017779832
105,-0.890177798318
106,1.60982220168
107,3.85982220168
108,2.23482220168
109,-2.14017779832
110,0.734822201682
111,1.48482220168
112,0.234822201682
113,0.609822201682
114,0.609822201682
115,0.609822201682
116,0.234822201682
117,0.234822201682
118,0.234822201682
119,-1.01517779832
120,1.35982220168
121,3.98482220168
122,3.98482220168
123,3.23482220168
124,4.35982220168
125,5.35982220168
126,6.10982220168
127,5.35982220168
128,4.60982220168
129,4.73482220168
130,4.35982220168
131,4.35982220168
132,5.60982220168
133,4.35982220168
134,6.23482220168
135,5.48482220168
136,3.60982220168
137,3.60982220168
138,3.98482220168
139,3.98482220168
140,3.23482220168
141,4.35982220168
142,3.10982220168
143,3.35982220168
144,2.35982220168
145,2.35982220168
146,1.35982220168
147,2.85982220168
148,5.85982220168
149,5.35982220168
150,7.60982220168
151,7.60982220168
152,9.35982220168
153,9.35982220168
154,11.6098222017
155,11.6098222017
156,10.9848222017
157,10.6098222017
158,10.2348222017
159,9.98482220168
160,7.98482220168
161,3.10982220168
162,3.10982220168
163,2.35982220168
164,1.48482220168
165,0.234822201682
166,1.60982220168
167,1.85982220168
168,1.85982220168
169,1.73482220168
170,0.609822201682
171,0.359822201682
172,0.609822201682
173,-1.01517779832
174,-1.76517779832
