1,0.0
2,-5.0
3,-2.0
4,0.625
5,2.875
6,2.125
7,0.375
8,-0.625
9,2.125
10,4.0
11,5.125
12,7.625
13,7.625
14,8.0
15,8.0
16,8.25
17,8.125
18,8.125
19,7.625
20,7.625
21,8.625
22,9.5
23,9.5
24,9.125
25,10.5
26,10.375
27,10.375
28,9.75
29,9.75
30,9.75
31,10.875
32,10.875
33,9.375
34,10.375
35,9.875
36,10.375
37,9.875
38,11.125
39,11.125
40,12.125
41,12.125
42,13.875
43,17.0
44,19.875
45,19.875
46,20.0
47,20.0
48,20.0
49,21.25
50,22.5
51,22.25
52,21.5
53,20.5
54,22.0
55,20.625
56,21.125
57,23.0
58,22.375
59,23.625
60,23.5607671824
61,27.8107671824
62,27.8107671824
63,27.8107671824
64,33.0607671824
65,34.5607671824
66,33.5607671824
67,34.3107671824
68,43.0607671824
69,41.5607671824
70,41.8107671824
71,41.8107671824
72,42.0607671824
73,42.0607671824
74,42.0607671824
75,41.1857671824
76,44.4357671824
77,39.1857671824
78,45.4357671824
79,45.4357671824
80,51.9357671824
81,51.5607671824
82,50.0607671824
83,50.6857671824
84,52.1857671824
85,52.1857671824
86,50.0607671824
87,50.0607671824
88,50.3107671824
89,49.5607671824
90,49.5607671824
91,49.5607671824
92,49.0607671824
93,49.0607671824
94,49.0607671824
95,49.0607671824
96,46.5607671824
97,45.0607671824
98,45.0607671824
99,46.0607671824
100,45.4357671824
101,45.4357671824
102,48.0607671824
103,46.8107671824
104,49.6857671824
105,49.8107671824
106,48.0607671824
107,48.0607671824
108,59.5607671824
109,56.0607671824
110,56.0607671824
111,59.8107671824
112,57.0607671824
113,57.6857671824
114,57.0607671824
115,56.4357671824
116,55.4357671824
117,55.0607671824
118,60.5607671824
119,60.9357671824
120,64.8107671824
121,60.5607671824
122,57.0607671824
123,59.6857671824
124,59.8107671824
125,59.8107671824
126,58.0607671824
127,60.4357671824
128,61.6857671824
129,61.6857671824
130,61.9357671824
131,61.9357671824
132,61.9357671824
133,61.5607671824
134,59.5607671824
135,61.5607671824
136,61.5607671824
137,61.5607671824
138,62.0607671824
139,61.8107671824
140,61.3107671824
141,62.0607671824
142,62.0607671824
143,62.3107671824
144,66.0607671824
145,66.4357671824
146,66.4357671824
147,66.4357671824
148,66.4357671824
149,67.4357671824
150,73.9357671824
151,72.5607671824
152,73.0607671824
153,73.0607671824
154,73.0607671824
155,73.9357671824
156,73.9357671824
157,72.4357671824
158,64.4357671824
159,64.4357671824
160,66.8107671824
161,66.8107671824
162,66.8107671824
163,68.1857671824
164,68.1857671824
165,65.9357671824
166,65.4357671824
167,65.8107671824
168,67.6857671824
169,67.4357671824
170,65.8107671824
171,65.6857671824
172,64.1857671824
173,64.4357671824
174,67.3107671824
175,66.5607671824
176,66.6857671824
177,67.3107671824
178,65.4357671824
179,62.0607671824
180,62.3107671824
181,66.3107671824
182,65.3107671824
183,66.1857671824
184,66.1857671824
185,65.9357671824
186,72.9357671824
187,76.4357671824
188,76.4357671824
189,78.4357671824
190,78.4357671824
191,80.4357671824
192,81.9357671824
193,82.9357671824
194,85.1857671824
195,86.8107671824
196,86.8107671824
197,86.8107671824
198,86.8107671824
199,89.0607671824
200,89.5607671824
201,92.1857671824
202,92.9357671824
203,96.1857671824
204,101.435767182
205,113.560767182
206,109.060767182
207,109.060767182
208,109.060767182
209,107.435767182
210,107.435767182
211,111.185767182
212,116.185767182
213,114.935767182
214,119.185767182
215,118.185767182
216,118.185767182
217,107.435767182
218,108.185767182
219,108.185767182
220,108.060767182
221,108.060767182
222,106.685767182
