1,-2.0
2,-1.5
3,-1.5
4,-1.5
5,7.25
6,19.0
7,14.0
8,17.5
9,16.25
10,38.5
11,43.5
12,40.75
13,54.75
14,54.75
15,51.5
16,52.25
17,52.25
18,41.25
19,45.0
20,38.25
21,40.75
22,38.75
23,37.75
24,40.0
25,48.75
26,44.75
27,40.5
28,48.25
29,57.75
30,57.75
31,57.75
32,43.875
33,37.625
34,39.625
35,37.875
36,37.875
37,37.875
38,35.875
39,47.5
40,50.0
41,48.5
42,48.25
43,47.0
44,47.0
45,47.0
46,47.75
47,53.125
48,55.875
49,55.875
50,49.375
51,48.25
52,48.5
53,49.25
54,47.75
55,47.75
56,47.75
57,50.75
58,52.5
59,60.125
60,60.125
61,58.875
62,56.875
63,53.875
64,44.25
65,44.25
66,42.75
67,45.375
68,47.125
69,47.625
70,46.25
71,47.25
72,46.5
73,44.875
74,47.25
75,44.75
76,44.75
77,44.75
78,44.5
79,44.25
80,44.25
81,44.25
82,46.875
83,47.875
84,48.625
85,50.125
86,51.125
87,50.75
88,49.125
89,51.125
90,49.75
91,55.25
92,56.625
93,56.875
94,48.625
95,48.875
96,48.625
97,48.625
98,45.5
99,47.5
100,51.25
101,50.125
102,55.375
103,57.25
104,56.5
105,54.25
106,51.5
107,52.875
108,52.875
109,53.125
110,52.5
111,52.5
112,49.25
113,50.25
114,54.5
115,55.125
116,54.375
117,55.0
118,54.25
119,55.375
120,57.625
121,73.125
122,73.125
123,71.0
124,71.875
125,66.0
126,68.75
127,69.25
128,72.875
129,72.875
130,62.375
131,63.625
132,68.5
133,68.5
134,69.375
135,73.375
136,70.0
137,71.75
138,74.5
139,75.75
140,77.125
141,80.75
142,81.5
143,94.75
144,92.25
145,98.75
146,98.75
147,95.75
148,103.5
149,113.625
150,113.75
151,115.375
152,113.125
153,114.375
154,117.875
155,113.375
156,106.375
157,97.875
158,99.625
159,99.625
160,100.375
161,102.25
162,101.25
163,101.25
164,98.25
165,90.0
166,91.375
167,91.375
168,91.375
169,92.625
170,91.625
171,97.625
172,97.125
173,97.125
174,96.75
175,101.5
176,107.5
177,111.75
178,111.75
179,122.75
180,122.75
181,121.5
182,121.5
183,125.0
184,119.0
185,136.125
186,139.875
187,137.625
188,131.125
189,131.625
190,135.625
191,139.125
192,139.875
193,137.875
194,135.25
195,132.75
196,137.75
197,139.75
198,146.0
199,145.5
200,147.0
201,148.25
202,143.5
203,143.5
204,143.5
205,143.5
206,145.25
207,146.75
208,147.0
209,146.875
210,149.125
211,146.25
212,146.25
213,150.875
214,147.125
215,147.625
216,153.625
217,155.25
218,155.625
219,155.625
220,166.125
221,162.875
222,162.875
223,160.875
224,156.875
225,160.25
226,163.0
227,163.0
228,163.0
229,167.0
230,167.0
231,167.0
232,169.75
233,170.75
234,170.75
235,170.75
236,164.0
237,168.25
238,167.0
239,167.5
240,167.5
241,169.5
